"sreg","ac_full_type","msn","body_type","type_of_big_part","ori_position","created_on","start_period","end_period","flight_cycle","flight_hour"
PK-GAE,ATR72-600,"1149",NB,ENGINE,Pos 1,2020-06-05 02:01:20,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,ENGINE,Pos 2,2020-06-05 02:01:20,2020-05-01 00:00:00,2020-05-31 00:00:00,1,"002:53:00"
PK-GAE,ATR72-600,"1149",NB,N-LG,,2020-06-05 02:01:20,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,RH-LG,,2020-06-05 02:01:20,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAE,ATR72-600,"1149",NB,PROPELLER,,2020-06-05 02:01:20,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,AIRFRAME,,2020-06-05 02:05:46,2020-05-01 00:00:00,2020-05-31 00:00:00,1,"002:53:00"
PK-GAF,ATR72-600,"1152",NB,ENGINE,Pos 1,2020-06-05 02:05:46,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAF,ATR72-600,"1152",NB,ENGINE,Pos 2,2020-06-05 02:05:46,2020-05-01 00:00:00,2020-05-31 00:00:00,1,"002:53:00"
PK-GAF,ATR72-600,"1152",NB,LG,,2020-06-05 02:05:46,2020-05-01 00:00:00,2020-05-31 00:00:00,1,"002:53:00"
PK-GAF,ATR72-600,"1152",NB,PROPELLER,,2020-06-05 02:05:46,2020-05-01 00:00:00,2020-05-31 00:00:00,1,"002:53:00"
PK-GAH,ATR72-600,"1181",NB,AIRFRAME,,2020-06-05 02:08:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,ENGINE,Pos 1,2020-06-05 02:08:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,ENGINE,Pos 2,2020-06-05 02:08:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,LG,,2020-06-05 02:08:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAH,ATR72-600,"1181",NB,PROPELLER,,2020-06-05 02:08:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,AIRFRAME,,2020-06-05 02:10:39,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,ENGINE,Pos 1,2020-06-05 02:10:39,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,ENGINE,Pos 2,2020-06-05 02:10:39,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,LG,,2020-06-05 02:10:39,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAI,ATR72-600,"1191",NB,PROPELLER,,2020-06-05 02:10:39,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,AIRFRAME,,2020-06-05 02:15:00,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,ENGINE,Pos 1,2020-06-05 02:15:00,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,ENGINE,Pos 2,2020-06-05 02:15:00,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,LG,,2020-06-05 02:15:00,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,PROPELLER,,2020-06-05 02:15:00,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAK,ATR72-600,"1249",NB,AIRFRAME,,2020-06-05 02:16:55,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAK,ATR72-600,"1249",NB,ENGINE,Pos 1,2020-06-05 02:16:55,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAK,ATR72-600,"1249",NB,ENGINE,Pos 2,2020-06-05 02:16:55,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAK,ATR72-600,"1249",NB,LG,,2020-06-05 02:16:55,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAK,ATR72-600,"1249",NB,PROPELLER,,2020-06-05 02:16:55,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAL,ATR72-600,"1254",NB,AIRFRAME,,2020-06-05 02:20:44,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAL,ATR72-600,"1254",NB,ENGINE,Pos 1,2020-06-05 02:20:44,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAL,ATR72-600,"1254",NB,ENGINE,Pos 2,2020-06-05 02:20:44,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAL,ATR72-600,"1254",NB,LG,,2020-06-05 02:20:44,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAL,ATR72-600,"1254",NB,PROPELLER,,2020-06-05 02:20:44,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAM,ATR72-600,"1242",NB,AIRFRAME,,2020-06-05 02:23:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAM,ATR72-600,"1242",NB,ENGINE,Pos 1,2020-06-05 02:23:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAM,ATR72-600,"1242",NB,ENGINE,Pos 2,2020-06-05 02:23:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAM,ATR72-600,"1242",NB,LG,,2020-06-05 02:23:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAM,ATR72-600,"1242",NB,PROPELLER,,2020-06-05 02:23:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAM,ATR72-600,"1242",NB,LH-LG,,2020-06-05 02:23:32,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,AIRFRAME,,2020-06-05 02:25:47,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,ENGINE,Pos 1,2020-06-05 02:25:47,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,ENGINE,Pos 2,2020-06-05 02:25:47,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,LG,,2020-06-05 02:25:47,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,PROPELLER,,2020-06-05 02:25:47,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,AIRFRAME,,2020-06-05 02:28:40,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,ENGINE,Pos 1,2020-06-05 02:28:40,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,ENGINE,Pos 2,2020-06-05 02:28:40,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,LG,,2020-06-05 02:28:40,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,PROPELLER,,2020-06-05 02:28:40,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,AIRFRAME,,2020-06-05 02:31:05,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,ENGINE,Pos 1,2020-06-05 02:31:05,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,ENGINE,Pos 2,2020-06-05 02:31:05,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,LG,,2020-06-05 02:31:05,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,PROPELLER,,2020-06-05 02:31:05,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,AIRFRAME,,2020-06-05 02:35:20,2020-05-01 00:00:00,2020-05-31 00:00:00,19,"030:06:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,APU,,2020-06-05 02:35:20,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,ENGINE,Pos 1,2020-06-05 02:35:20,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,ENGINE,Pos 2,2020-06-05 02:35:20,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,LG,,2020-06-05 02:35:20,2020-05-01 00:00:00,2020-05-31 00:00:00,19,"030:06:00"
PK-GNQ,B737-800NG,"39954",NB,AIRFRAME,,2020-06-06 00:29:19,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"00000:00:00"
PK-GNQ,B737-800NG,"39954",NB,APU,,2020-06-06 00:29:19,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"00000:00:00"
PK-GNQ,B737-800NG,"39954",NB,LG,,2020-06-06 00:29:19,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"00000:00:00"
PK-GNQ,B737-800NG,"39954",NB,ENGINE,Pos 1,2020-06-06 00:29:19,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"00000:00:00"
PK-GNQ,B737-800NG,"39954",NB,ENGINE,Pos 2,2020-06-06 00:29:19,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"00000:00:00"
PK-GMV,B737-800NG,"38074",NB,AIRFRAME,,2020-06-07 16:52:03,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"000:00:00"
PK-GMV,B737-800NG,"38074",NB,APU,,2020-06-07 16:52:03,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"00000:00:00"
PK-GMV,B737-800NG,"38074",NB,LG,,2020-06-07 16:52:03,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"00000:00:00"
PK-GMV,B737-800NG,"38074",NB,ENGINE,Pos 1,2020-06-07 16:52:03,2020-04-01 00:00:00,2020-04-30 00:00:00,2,"002:19:00"
PK-GMV,B737-800NG,"38074",NB,ENGINE,Pos 2,2020-06-07 16:52:03,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"00000:00:00"
PK-GFK,B737-800NG,"37887",NB,AIRFRAME,,2020-06-08 01:22:57,2020-04-01 00:00:00,2020-04-30 00:00:00,72,"094:26:00"
PK-GFK,B737-800NG,"37887",NB,ENGINE,Pos 1,2020-06-08 01:22:57,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"00000:00:00"
PK-GFK,B737-800NG,"37887",NB,ENGINE,Pos 2,2020-06-08 01:22:57,2020-04-01 00:00:00,2020-04-30 00:00:00,21,"026:46:00"
PK-GFK,B737-800NG,"37887",NB,APU,,2020-06-08 01:22:57,2020-04-01 00:00:00,2020-04-30 00:00:00,0,"00000:00:00"
PK-GFK,B737-800NG,"37887",NB,LG,,2020-06-08 01:22:57,2020-04-01 00:00:00,2020-04-30 00:00:00,72,"094:26:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,AIRFRAME,,2020-06-08 16:31:26,2020-05-01 00:00:00,2020-05-31 00:00:00,4,"002:44:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,APU,,2020-06-08 16:31:26,2020-05-01 00:00:00,2020-05-31 00:00:00,21,"018:00:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 1,2020-06-08 16:31:26,2020-05-01 00:00:00,2020-05-31 00:00:00,4,"002:44:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 2,2020-06-08 16:31:26,2020-05-01 00:00:00,2020-05-31 00:00:00,4,"002:44:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,LG,,2020-06-08 16:31:26,2020-05-01 00:00:00,2020-05-31 00:00:00,4,"002:44:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,AIRFRAME,,2020-06-05 01:05:38,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFR,B737-800NG,"39417",NB,AIRFRAME,,2020-06-18 03:36:36,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFR,B737-800NG,"39417",NB,ENGINE,Pos 1,2020-06-18 03:36:36,2020-05-01 00:00:00,2020-05-31 00:00:00,85,"141:38:00"
PK-GFR,B737-800NG,"39417",NB,ENGINE,Pos 2,2020-06-18 03:36:36,2020-05-01 00:00:00,2020-05-31 00:00:00,2,"003:49:00"
PK-GFR,B737-800NG,"39417",NB,APU,,2020-06-18 03:36:36,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFR,B737-800NG,"39417",NB,LG,,2020-06-18 03:36:36,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,AIRFRAME,,2020-06-18 03:44:23,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,APU,,2020-06-18 03:44:23,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,ENGINE,Pos 1,2020-06-18 03:44:23,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,ENGINE,Pos 2,2020-06-18 03:44:23,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,LG,,2020-06-18 03:44:23,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,AIRFRAME,,2020-06-18 03:45:46,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,APU,,2020-06-18 03:45:46,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,ENGINE,Pos 1,2020-06-18 03:45:46,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,ENGINE,Pos 2,2020-06-18 03:45:46,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,LG,,2020-06-18 03:45:46,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFP,B737-800NG,"38821",NB,AIRFRAME,,2020-06-18 03:56:42,2020-05-01 00:00:00,2020-05-31 00:00:00,43,"064:48:00"
PK-GFP,B737-800NG,"38821",NB,APU,,2020-06-18 03:56:42,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFP,B737-800NG,"38821",NB,ENGINE,Pos 1,2020-06-18 03:56:42,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GFP,B737-800NG,"38821",NB,ENGINE,Pos 2,2020-06-18 03:56:42,2020-05-01 00:00:00,2020-05-31 00:00:00,11,"017:02:00"
PK-GFP,B737-800NG,"38821",NB,LG,,2020-06-18 03:56:42,2020-05-01 00:00:00,2020-05-31 00:00:00,43,"064:48:00"
PK-GND,B737-800NG,"41794",NB,AIRFRAME,,2020-06-18 04:03:34,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,ENGINE,Pos 1,2020-06-18 04:03:34,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,ENGINE,Pos 2,2020-06-18 04:03:34,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,APU,,2020-06-18 04:03:34,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,LG,,2020-06-18 04:03:34,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,AIRFRAME,,2020-06-18 04:05:29,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,ENGINE,Pos 1,2020-06-18 04:05:29,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,ENGINE,Pos 2,2020-06-18 04:05:29,2020-05-01 00:00:00,2020-05-31 00:00:00,1,"001:26:00"
PK-GNJ,B737-800NG,"41796",NB,APU,,2020-06-18 04:05:29,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,LG,,2020-06-18 04:05:29,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,AIRFRAME,,2020-06-18 04:06:30,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,APU,,2020-06-18 04:06:30,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,LG,,2020-06-18 04:06:30,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,ENGINE,Pos 1,2020-06-18 04:06:30,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,ENGINE,Pos 2,2020-06-18 04:06:30,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,AIRFRAME,,2020-06-18 04:07:24,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,APU,,2020-06-18 04:07:24,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,LG,,2020-06-18 04:07:24,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,ENGINE,Pos 1,2020-06-18 04:07:24,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,ENGINE,Pos 2,2020-06-18 04:07:24,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,AIRFRAME,,2020-06-18 04:08:55,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,APU,,2020-06-18 04:08:55,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,ENGINE,Pos 1,2020-06-18 04:08:55,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,ENGINE,Pos 2,2020-06-18 04:08:55,2020-05-01 00:00:00,2020-05-31 00:00:00,8,"044:24:00"
PK-GIA,Boeing 777-300ER,"40074",WB,LG,,2020-06-18 04:08:55,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,AIRFRAME,,2020-06-18 04:10:47,2020-05-01 00:00:00,2020-05-31 00:00:00,8,"044:24:00"
PK-GIC,Boeing 777-300ER,"40075",WB,APU,,2020-06-18 04:10:47,2020-05-01 00:00:00,2020-05-31 00:00:00,32,"057:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 1,2020-06-18 04:10:47,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 2,2020-06-18 04:10:47,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,LG,,2020-06-18 04:10:47,2020-05-01 00:00:00,2020-05-31 00:00:00,8,"044:24:00"
PK-GPV,Airbus 330-300,"1577",WB,AIRFRAME,,2020-06-18 04:12:24,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,APU,,2020-06-18 04:12:24,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,LG,,2020-06-18 04:12:24,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,ENGINE,Pos 1,2020-06-18 04:12:24,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,ENGINE,Pos 2,2020-06-18 04:12:24,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,AIRFRAME,,2020-06-18 04:14:22,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,APU,,2020-06-18 04:14:22,2020-05-01 00:00:00,2020-05-31 00:00:00,37,"044:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,ENGINE,Pos 1,2020-06-18 04:14:22,2020-05-01 00:00:00,2020-05-31 00:00:00,8,"044:24:00"
PK-GID,Boeing 777-300ER,"29146",WB,ENGINE,Pos 2,2020-06-18 04:14:22,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GID,Boeing 777-300ER,"29146",WB,LG,,2020-06-18 04:14:22,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIE,Boeing 777-300ER,"29147",WB,AIRFRAME,,2020-06-18 04:16:58,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIE,Boeing 777-300ER,"29147",WB,APU,,2020-06-18 04:16:58,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIE,Boeing 777-300ER,"29147",WB,ENGINE,Pos 1,2020-06-18 04:16:58,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIE,Boeing 777-300ER,"29147",WB,ENGINE,Pos 2,2020-06-18 04:16:58,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GIE,Boeing 777-300ER,"29147",WB,LG,,2020-06-18 04:16:58,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,AIRFRAME,,2020-06-18 04:20:30,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,APU,,2020-06-18 04:20:30,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,LG,,2020-06-18 04:20:30,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,ENGINE,Pos 1,2020-06-18 04:20:30,2020-05-01 00:00:00,2020-05-31 00:00:00,31,"047:18:00"
PK-GNP,B737-800NG,"41605",NB,ENGINE,Pos 2,2020-06-18 04:20:30,2020-05-01 00:00:00,2020-05-31 00:00:00,20,"027:56:00"
PK-GNS,B737-800NG,"41607",NB,AIRFRAME,,2020-06-18 04:21:39,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,APU,,2020-06-18 04:21:39,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,LG,,2020-06-18 04:21:39,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,ENGINE,Pos 1,2020-06-18 04:21:39,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,ENGINE,Pos 2,2020-06-18 04:21:39,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,AIRFRAME,,2020-06-18 04:22:35,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,APU,,2020-06-18 04:22:35,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,LG,,2020-06-18 04:22:35,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,ENGINE,Pos 1,2020-06-18 04:22:35,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,ENGINE,Pos 2,2020-06-18 04:22:35,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,AIRFRAME,,2020-06-18 04:23:53,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,APU,,2020-06-18 04:23:53,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,LG,,2020-06-18 04:23:53,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,ENGINE,Pos 1,2020-06-18 04:23:53,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,ENGINE,Pos 2,2020-06-18 04:23:53,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,AIRFRAME,,2020-06-18 04:25:11,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,APU,,2020-06-18 04:25:11,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,LG,,2020-06-18 04:25:11,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,ENGINE,Pos 1,2020-06-18 04:25:11,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,ENGINE,Pos 2,2020-06-18 04:25:11,2020-05-01 00:00:00,2020-05-31 00:00:00,0,"000:00:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,AIRFRAME,,2020-07-05 22:40:25,2020-06-01 00:00:00,2020-06-30 00:00:00,0,"000:00:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,APU,,2020-07-05 22:40:25,2020-06-01 00:00:00,2020-06-30 00:00:00,98,"084:00:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,ENGINE,Pos 1,2020-07-05 22:40:25,2020-06-01 00:00:00,2020-06-30 00:00:00,0,"000:00:00"
